wifi_count,edge_wifi_count
3,0
0,1
0,2
1,0
3,10
1,5
0,0
2,2
0,0
0,1
1,0
8,0
3,1
2,1
2,6
4,0
8,10
2,5
0,6
6,11
2,27
0,5
57,45
8,14
17,9
8,17
4,12
23,4
0,0
0,1
9,1
0,5
1,3
1,0
0,0
1,0
0,2
0,3
0,1
0,0
3,5
0,15
0,0
5,0
0,5
