honk_duration,edge_honk_duration
37,0
1,49
52,0
0,20
1,23
12,0
0,2
9,5
0,0
1,1
0,24
0,0
0,0
0,0
1,8
3,16
2,3
6,22
3,14
0,0
56,0
25,10
0,4
2,6
0,3
5,2
17,5
0,4
0,0
1,7
0,1
0,0
0,1
0,1
2,6
0,0
0,0
4,0
0,3
2,6
1,23
9,0
