d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
5,0,20,0
2,1,13,11
1,0,15,4
5,7,46,40
0,6,19,31
0,1,8,9
1,0,5,0
1,1,0,2
1,2,0,2
1,0,0,0
2,2,6,2
2,2,4,6
0,1,12,0
9,0,33,8
3,3,7,24
3,4,8,28
4,8,6,38
4,5,10,31
14,9,8,64
8,1,3,7
18,39,8,29
5,51,10,30
14,18,27,16
9,1,2,6
16,0,172,0
0,0,7,8
2,0,23,6
1,1,25,1
0,3,6,139
2,6,8,110
8,8,26,44
2,0,4,3
0,3,2,22
2,0,10,2
0,1,6,7
0,0,3,15
