d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
1,0,7,0
0,0,5,3
6,4,29,10
1,5,0,3
0,2,6,1
2,0,7,1
0,0,3,9
1,0,1,9
1,4,0,11
1,4,3,2
2,0,20,2
1,1,1,4
0,2,1,2
1,4,0,5
3,0,0,0
0,3,2,6
2,2,0,0
0,20,3,18
24,22,0,5
10,6,2,2
10,9,8,2
7,9,3,1
14,2,13,5
0,0,8,0
7,16,7,4
0,10,11,5
1,0,6,0
0,1,0,6
0,5,1,26
0,2,6,13
0,5,4,20
0,4,2,17
