honk_duration,edge_honk_duration
21,0
28,20
2,6
15,4
1,17
3,7
2,1
0,13
0,5
1,8
0,10
0,3
0,0
1,0
26,17
5,25
0,11
0,1
0,0
3,1
3,24
1,17
0,26
16,16
16,7
7,11
0,4
1,0
4,2
6,11
3,2
5,1
0,5
0,16
0,1
2,2
0,0
10,4
2,6
0,0
8,5
4,10
0,2
1,3
0,3
2,3
0,0
0,1
0,5
0,10
