honk_duration,edge_honk_duration
1,0
54,0
1,2
2,17
7,18
7,7
1,17
4,29
0,19
0,133
0,1
2,13
0,17
3,5
2,51
12,32
39,5
1,19
15,14
2,23
10,11
3,25
20,5
1,15
2,13
1,24
2,17
1,9
0,16
0,1
5,4
7,13
4,22
1,15
5,4
10,9
3,4
1,20
1,8
4,20
4,33
1,9
15,6
5,7
