start_time,end_time,score
16:54:22,16:54:47,-1.0
16:55:27,16:55:59,2.0
16:57:09,16:57:20,-0.8545819669589086
18:48:14,18:48:43,-2.0
18:50:20,18:50:27,-0.8187307530779818
16:03:17,16:04:03,1.0045844049850363
18:08:53,18:09:21,-0.6624801353939263
