start_time,end_time,scores
10:24:41,10:24:53,2
12:24:10,12:24:40,2
12:24:50,12:25:00,2
18:27:06,18:27:08,-2
18:27:48,18:28:09,2
07:33:31,07:34:29,2
17:18:59,17:19:05,-2
