start_time,end_time,scores
12:12:28,12:12:58,2
16:24:11,16:24:28,2
18:30:48,18:31:06,2
10:53:33,10:53:52,2
15:10:25,15:10:25,-2
15:11:00,15:11:15,2
17:15:57,17:16:30,2
