start_time,end_time,scores
12:40:24,12:40:42,2
12:40:50,12:40:52,-2
16:19:13,16:19:18,-2
18:28:32,18:28:32,-2
18:29:12,18:29:23,2
11:16:55,11:17:16,2
11:17:41,11:17:50,2
15:12:19,15:12:29,-2
15:12:36,15:12:54,2
15:13:09,15:13:09,-2
