start_time,end_time,scores
17:07:09,17:07:38,2
18:59:22,18:59:38,2
15:50:31,15:50:37,-2
15:51:10,15:51:29,2
17:48:03,17:48:30,2
17:48:38,17:48:38,-2
17:49:10,17:49:10,-2
