honk_duration,edge_honk_duration
0,0
0,2
0,7
10,10
5,27
2,8
0,6
0,1
0,11
0,5
0,3
1,5
1,7
1,5
1,15
1,17
1,21
0,1
0,2
6,7
10,38
10,4
99,5
12,3
0,1
0,0
4,14
0,158
8,9
7,4
0,60
0,2
10,10
0,13
0,5
