wifi_count,edge_wifi_count
21,0
0,1
0,4
0,6
1,1
0,0
0,2
1,0
3,4
5,8
0,7
0,1
0,1
0,0
2,3
0,2
1,0
1,0
0,0
0,0
0,0
1,1
1,6
1,19
5,2
8,6
4,19
12,4
2,21
19,14
2,34
1,8
0,2
0,0
2,3
0,0
0,0
0,3
0,4
0,1
1,1
11,1
1,1
0,7
2,9
0,3
0,2
1,0
0,1
1,0
0,0
0,0
1,2
0,5
0,3
0,7
1,3
2,2
0,1
1,2
0,3
