wifi_count,edge_wifi_count
9,0
4,2
2,5
4,9
0,7
0,1
0,1
0,1
0,1
0,4
7,4
8,4
8,18
11,18
4,3
48,37
2,37
2,8
6,16
0,0
0,1
1,7
0,6
0,3
1,1
5,1
0,2
1,4
1,1
1,13
