honk_duration,edge_honk_duration
18,0
39,14
3,36
6,15
1,29
0,24
5,1
0,25
7,24
7,20
2,22
25,41
15,7
5,10
8,8
1,8
7,12
6,2
0,6
2,2
0,9
2,2
2,3
1,6
1,1
0,5
4,16
1,0
1,11
0,19
