d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
1,0,16,0
1,0,7,1
3,8,8,10
0,5,1,7
1,0,1,0
1,0,0,0
1,1,1,1
0,0,6,5
2,0,3,0
4,7,0,2
2,1,0,2
2,7,1,2
1,3,0,0
0,0,5,0
2,0,1,0
3,4,1,0
3,0,3,1
1,4,1,15
2,1,5,1
1,2,2,7
2,0,3,0
6,0,0,0
3,35,7,1
5,2,5,13
57,28,20,21
19,36,5,7
8,29,16,13
24,1,9,4
2,2,34,15
0,0,1,3
1,2,0,1
0,0,0,0
0,0,1,6
0,1,2,2
1,0,3,2
5,3,2,5
0,16,9,4
0,1,8,3
1,6,0,5
0,1,0,1
