honk_duration,edge_honk_duration
149,0
3,12
15,19
17,41
12,7
2,64
8,21
0,89
5,4
7,42
2,35
6,44
11,51
1,5
46,17
12,20
2,5
13,14
22,5
23,53
44,24
11,51
0,16
15,5
1,65
28,6
22,24
3,23
5,20
3,14
6,20
6,21
26,30
9,11
1,17
2,21
4,18
3,30
12,20
15,24
