wifi_count,edge_wifi_count
7,0
6,1
0,3
0,3
6,11
2,10
1,5
3,2
4,6
6,31
0,24
39,53
3,64
3,9
2,30
0,0
0,8
1,3
5,4
2,7
2,15
0,20
0,1
3,0
2,0
0,0
1,0
0,0
1,26
