honk_duration,edge_honk_duration
10,0
128,3
6,15
2,7
13,7
6,19
5,11
9,19
7,4
15,6
2,8
17,11
2,15
1,0
0,0
1,3
1,1
0,3
3,4
2,2
4,6
0,1
0,0
2,1
0,0
1,1
1,0
0,2
0,32
