start_time,end_time,score
,,-1.0
,,-2.0
,,-0.9976498248197853
,,-2.0
,,0.19691167520419406
,,2.0
,,-2.0
,,-2.0
,,-2.0
,,-0.10025884372280375
,,-2.0
