wifi_count,edge_wifi_count
0,0
0,2
0,0
0,0
0,0
1,4
0,1
0,1
0,1
0,0
0,0
1,1
0,0
2,0
6,1
1,2
1,6
0,4
0,5
1,6
0,5
0,0
0,0
0,1
3,7
0,3
25,31
3,8
0,6
6,4
5,10
10,2
1,0
0,0
0,1
0,1
0,0
0,0
0,0
1,8
3,4
0,4
