start_time,end_time,scores
12:20:19,12:20:28,-2
12:21:00,12:21:11,2
12:21:43,12:21:56,-2
12:22:03,12:22:08,-2
16:31:15,16:31:39,-2
16:32:33,16:32:49,2
18:39:00,18:39:06,-2
18:39:32,18:39:40,-2
10:44:45,10:44:51,-2
10:45:04,10:45:15,2
10:45:32,10:45:32,-2
10:46:02,10:46:21,-2
10:46:32,10:46:38,2
15:02:52,15:03:07,2
15:03:30,15:03:36,-2
15:04:09,15:04:24,2
17:06:17,17:06:22,-2
17:06:37,17:06:48,2
17:07:12,17:07:27,2
17:08:01,17:08:06,-2
17:08:14,17:08:26,-2
