start_time,end_time,scores
12:45:37,12:45:52,-2
12:46:53,12:46:53,-2
17:15:52,17:15:59,-2
17:16:23,17:16:32,2
19:17:53,19:18:15,-2
19:18:41,19:19:07,2
19:19:33,19:19:50,2
11:28:43,11:29:07,2
11:29:32,11:29:48,2
11:30:28,11:31:00,2
15:46:52,15:47:01,2
15:47:33,15:47:52,-2
17:47:31,17:47:38,-2
17:47:46,17:48:14,2
17:48:40,17:49:12,2
17:49:44,17:49:58,2
