honk_duration,edge_honk_duration
66,0
0,11
0,3
12,1
6,1
1,1
32,11
0,37
0,4
4,4
0,5
1,13
0,3
3,11
0,10
0,15
2,40
2,14
4,3
0,28
4,23
0,7
4,10
6,5
0,5
8,21
0,15
0,31
8,11
2,24
38,23
4,12
8,15
2,57
2,8
34,3
0,181
1,6
2,5
1,29
8,48
0,71
1,39
0,41
0,45
1,1
0,12
0,25
1,43
2,5
2,5
