honk_duration,edge_honk_duration
18,0
0,1
0,0
0,1
3,1
7,10
3,20
0,2
0,0
0,4
1,5
0,15
0,5
0,5
0,7
1,12
1,1
0,8
1,1
0,3
1,21
3,5
1,7
1,0
6,4
2,2
6,1
7,8
1,1
4,6
37,0
15,3
6,3
1,6
0,4
0,1
0,1
4,9
