wifi_count,edge_wifi_count
7,0
2,3
1,19
0,1
0,10
0,12
0,0
1,0
0,2
2,4
28,13
2,25
3,25
6,3
0,34
3,62
4,10
4,7
9,2
1,4
2,4
2,5
1,7
0,19
4,3
2,6
0,2
0,1
0,1
0,0
0,4
2,16
0,0
