wifi_count,edge_wifi_count
0,0
0,1
2,10
0,6
0,5
1,0
1,0
1,7
1,1
0,7
0,1
2,4
1,11
2,0
2,6
0,3
1,0
0,0
0,0
1,1
1,18
39,47
8,24
8,18
24,2
1,0
1,1
0,0
0,1
3,1
1,1
1,2
0,2
1,7
0,6
0,3
0,2
0,1
1,4
