Is_Early_Morning,Is_Morning,Is_Afternoon,Is_Evening,stay_duration,wifi_count,edge_wifi_count,honk_duration,edge_honk_duration,d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration,human_made,natural_land,road_exist_percent,highly_populated_poi_exist,RSI,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc
0,0,1,0,8,0,0.002307142916018369,3,0.012304762218764635,0,0.002307142916018369,6,0.01115119076075545,0.09069088717028848,0.5404585820566354,0.36885053077307617,0.0,1.8059515413458649,0,1,0,0,0
0,0,1,0,18,1,0.014530229690866005,2,0.08233796824824069,1,0.014530229690866005,2,0.08233796824824069,0.05643867260745133,0.6536593210984359,0.2899020062941127,0.0,1.6189470977273313,1,1,0,0,0
0,0,1,0,22,4,0.0036880625165746426,5,0.016965087576243355,4,0.0036880625165746426,5,0.016965087576243355,0.1325178612457467,0.6659883222646492,0.15041375361510156,1.0,1.605964560690281,1,0,0,0,0
0,0,1,0,38,4,0.02039533118071281,21,0.09291206426769168,6,0.01586303536277663,22,0.09064591635872359,0.1553597928245119,0.5708964995489859,0.26773139930747525,1.0,1.3609343525274924,1,0,0,0,0
0,0,1,0,12,5,0.03435682872050487,8,0.03435682872050487,5,0.03435682872050487,10,0.024540591943217765,0.1282504148682908,0.5733571767614885,0.29827834258737984,1.0,1.6528431457706956,0,1,0,0,0
0,0,1,0,3,0,0.11755131925113196,3,0.09142880386199152,7,0.026122515389140438,6,0.052245030778280875,0.194840474154454,0.552590452039041,0.2478326895290891,1.0,2.0619608344776994,0,0,0,0,1
0,0,1,0,5,0,0.264247779980681,4,0.08808259332689367,15,0.0,9,0.0,0.2091310099830116,0.5922074284808797,0.19424677827690787,1.0,2.1366557098104275,0,0,0,0,1
0,0,1,0,35,4,0.14305026107635277,22,0.11704112269883407,10,0.0650228459437967,25,0.07802741513255605,0.2599799048632455,0.548756659758191,0.1860283185709466,1.0,2.3061322145205643,1,1,0,0,0
0,0,1,0,44,44,0.10109165670818818,9,0.025272914177047044,44,0.10109165670818818,9,0.025272914177047044,0.16480300435323153,0.6565347983467255,0.17866219730004285,0.0,2.005932712639322,1,0,0,0,0
0,0,1,0,16,14,0.022030916632593135,2,0.0330463749488897,14,0.022030916632593135,2,0.0330463749488897,0.1882766765944336,0.6503176396367317,0.16140568376883463,0.0,2.1040509953635658,0,0,0,0,1
0,0,1,0,33,6,0.05587507850692832,11,0.022857986661925223,6,0.05587507850692832,11,0.022857986661925223,0.048558792568880835,0.7868565043848776,0.15886873390025974,1.0,1.5852008403239717,1,1,0,0,0
0,0,1,0,13,0,0.028694432201547097,1,0.028694432201547097,4,0.0,2,0.02152082415116032,0.08996654181909333,0.5320286701372112,0.18643581369496748,1.0,1.5083330860412707,0,0,0,0,1
0,0,1,0,5,0,0.02627030526654693,1,0.04378384211091155,0,0.02627030526654693,1,0.04378384211091155,0.14022049576717052,0.5153896072946188,0.15053034108282706,1.0,1.2871172306732128,0,1,0,0,0
0,0,1,0,31,1,0.011131160836986726,2,0.02226232167397345,1,0.011131160836986726,2,0.02226232167397345,0.12821359515397004,0.6755970398417922,0.15901861289363906,1.0,1.9949416128126167,0,0,0,0,1
0,0,1,0,20,0,0.0,6,0.012101836409584291,0,0.0,7,0.006050918204792146,0.08456338502417404,0.7384153103463421,0.1679702225621919,0.0,1.6759220345875632,0,0,0,0,1
0,0,1,0,16,5,0.011732932980797865,4,0.05475368724372336,5,0.011732932980797865,5,0.05084270958345741,0.13611158284908406,0.6182651200224465,0.18042500719913165,1.0,1.3117320031951396,0,0,0,0,1
0,0,1,0,16,0,0.0175833131881338,3,0.0117222087920892,3,0.0,3,0.0117222087920892,0.2049495380880668,0.5781578967085498,0.21689256520338365,0.0,1.3400988812195906,1,0,0,0,0
0,0,1,0,8,4,0.06884316364398227,1,0.05295627972614021,4,0.06884316364398227,2,0.04766065175352619,0.2476233899464265,0.5119077472548348,0.24046886279873853,0.0,2.2537563948664667,0,0,0,0,1
0,0,1,0,11,2,0.019904876908175318,4,0.024881096135219147,2,0.019904876908175318,4,0.024881096135219147,0.22957633042579706,0.5084300823633104,0.2619935872108926,0.0,1.7616589688289672,1,0,0,0,0
0,0,1,0,14,2,0.03460341635243695,0,0.05767236058739492,2,0.03460341635243695,1,0.05190512452865543,0.2508044714889204,0.4656364856415183,0.2835590428695612,0.0,1.5853828641608405,0,0,0,0,1
0,0,1,0,14,0,0.028284401496311312,9,0.02020314392593665,0,0.028284401496311312,9,0.02020314392593665,0.2116410298965728,0.517309534766176,0.2710494353372511,0.0,1.338792002035684,1,0,0,0,0
0,0,1,0,26,0,0.03238102130215942,2,0.07123824686475072,1,0.025904817041727538,3,0.06476204260431884,0.2276148751600633,0.4960653856530016,0.274096900565019,1.0,1.435495829514602,1,0,0,0,0
0,0,1,0,3,0,0.02792305039152118,1,0.07446146771072315,0,0.02792305039152118,2,0.06515378424688276,0.1966542163049536,0.39584243264002894,0.2508998900552736,1.0,1.6491579649258974,0,0,0,0,1
0,0,1,0,47,3,0.028938321269725308,8,0.07234580317431327,3,0.028938321269725308,11,0.028938321269725308,0.16810095174748613,0.2753341579071271,0.2411803611932156,1.0,1.7341561814996818,1,1,0,0,0
0,0,1,0,11,2,0.00940516019082291,9,0.08464644171740619,3,0.0,13,0.04702580095411455,0.14928918748376085,0.28505252217809285,0.210823651683308,1.0,2.1834482435211995,0,0,0,0,1
0,0,1,0,21,2,0.0,7,0.011772807006835948,2,0.0,8,0.0,0.15193955109106713,0.29818044029035684,0.2014220650405296,1.0,2.1355689644933014,1,0,0,0,0
0,0,1,0,3,0,0.019261378471686057,0,0.038522756943372115,2,0.0,1,0.028892067707529084,0.13415858270458073,0.3730290133677064,0.206742005859715,1.0,2.1810054782157104,0,0,0,0,1
0,0,1,0,12,1,0.0,1,0.010934612696976584,1,0.0,2,0.0,0.12558788567884646,0.4834099953485969,0.20295991671773367,1.0,1.4839101592230135,1,1,0,0,0
0,0,1,0,14,0,0.0,5,0.046625152816978925,0,0.0,7,0.027975091690187356,0.10498280529743176,0.5268493451379235,0.18114802077998096,1.0,1.4217309722112017,0,1,0,0,0
0,0,1,0,25,2,0.0027440796143240825,5,0.016464477685944494,3,0.0,6,0.013720398071620411,0.08786160492746008,0.7410237323758648,0.17111466269667513,0.0,1.4380868261892374,0,0,0,0,1
0,0,1,0,16,1,0.01614933267186314,2,0.07805510791400519,2,0.013457777226552618,4,0.07267199702338414,0.11028411008384974,0.6264217556898041,0.2632941342263461,0.0,1.7724453391497992,0,1,0,0,0
0,0,1,0,10,0,0.0,1,0.014601853942314027,0,0.0,1,0.014601853942314027,0.09298353917071134,0.645691092373605,0.2613253684556837,0.0,1.850003521307096,0,0,0,0,1
1,0,0,0,333,17,0.0,161,0.0,17,0.0,161,0.0,0.16753884223763746,0.6507204207094678,0.18174073705289479,0.0,0.0,0,0,0,0,1
1,0,0,0,14,0,0.006766386943291724,13,0.09472941720608415,0,0.006766386943291724,13,0.09472941720608415,0.07163600456196734,0.7789522778864828,0.14941171755154986,0.0,1.6563079090948682,1,0,0,0,0
1,0,0,0,1,0,0.0,1,0.08784898337975117,0,0.0,4,0.0841370545045504,0.06548865983872901,0.7138946474148353,0.18450680191840602,1.0,1.193720699109863,0,1,0,0,0
1,0,0,0,8,0,0.012087066073851191,3,0.18130599110776788,0,0.012087066073851191,6,0.1450447928862143,0.06305201710032332,0.7690081957133453,0.16110399803245007,1.0,1.684068026341751,1,0,0,0,0
1,0,0,0,4,0,0.005330144487722319,3,0.09061245629127944,1,0.0,3,0.09061245629127944,0.11221706465042827,0.697615778488631,0.19016715686094066,0.0,1.2193473917622497,0,1,0,0,0
1,0,0,0,32,2,0.011181576565652634,13,0.10622497737370003,2,0.011181576565652634,15,0.09504340080804739,0.12993953134028438,0.6481445359223588,0.22132339139747748,1.0,2.086110145340064,1,0,1,0,0
1,0,0,0,10,0,0.0022703818549974163,1,0.05448916451993799,0,0.0022703818549974163,2,0.053353973592439284,0.028715787970220133,0.8251164949742015,0.14616771705557835,0.0,1.5109785362922088,0,0,0,0,1
1,0,0,0,7,0,0.0010361818615204695,2,0.04248345632233925,0,0.0010361818615204695,4,0.040411092599298315,0.04052780395852969,0.7567212309647878,0.20275096507668253,0.0,1.324020443471312,0,1,0,0,0
1,0,0,0,17,0,0.00250941854636926,9,0.08657493984973946,0,0.00250941854636926,12,0.08281081203018557,0.0887762762762763,0.5408680739563093,0.37035564976741453,0.0,1.2353580811659026,0,1,0,0,0
1,0,0,0,11,1,0.004885830439527365,0,0.3713231134040797,1,0.004885830439527365,3,0.3566656220854976,0.0582918651714972,0.6560513047388876,0.28565683008961507,0.0,1.4383977221746884,1,1,0,0,0
1,0,0,0,8,0,0.0109026638056157,0,0.0436106552224628,1,0.00953983082991374,0,0.0436106552224628,0.02658171049089114,0.6136803374315715,0.13031679081037423,1.0,1.4799572143531952,1,0,0,0,0
1,0,0,0,10,4,0.0015772331167473593,3,0.07412995648712588,4,0.0015772331167473593,4,0.07255272337037852,0.14127292198939292,0.6581466495608409,0.15894528694291843,1.0,1.3151903090217159,1,0,0,0,0
1,0,0,0,14,2,0.030089497245794624,4,0.1354027376060758,3,0.027940247442523578,8,0.12680573839299164,0.1635016835016835,0.5617908817908819,0.26998634998635,1.0,1.5021029563342152,0,0,0,0,1
1,0,0,0,5,0,0.0,2,0.17491509580051307,0,0.0,5,0.14729692277937942,0.1678932438078623,0.5427493897656553,0.28935736642648235,0.0,2.1111834828283964,0,0,0,0,1
1,0,0,0,11,2,0.0684872086387337,6,0.15067185900521413,7,0.0,10,0.09588209209422718,0.1307927278080377,0.5718092153687621,0.2972250846459591,1.0,1.9657948510163243,0,1,0,0,0
1,0,0,0,8,0,0.09058188759858372,4,0.1313437370179464,7,0.058878226939079424,7,0.11775645387815885,0.2594558332437631,0.5484735384923297,0.1868372577434981,1.0,1.279070534934261,1,1,0,0,0
1,0,0,0,10,10,0.10258197341919637,7,0.11258997082594724,10,0.10258197341919637,12,0.10007997406750865,0.1665425245012604,0.6563842707595666,0.177073204739173,0.0,1.7444054493798038,1,0,0,0,0
1,0,0,0,29,4,0.06803811641418075,23,0.08998589590262616,6,0.06364856051649168,24,0.08779111795378161,0.056515749376823216,0.7766850951940749,0.1622166029401714,1.0,1.5041731795067217,1,1,0,0,0
1,0,0,0,19,5,0.029514627724467328,12,0.057293100876907165,5,0.029514627724467328,15,0.0520846371608247,0.07561534428395975,0.4261299566906795,0.15867156021288362,1.0,1.5420967068844025,0,0,0,0,1
1,0,0,0,6,0,0.01855474634238669,4,0.1090091347615218,4,0.009277373171193344,7,0.10205110488312678,0.09429283099982573,0.509513158659153,0.18333163887759252,1.0,1.2024088961459924,0,0,0,0,1
1,0,0,0,8,1,0.025382623628653078,6,0.03384349817153744,2,0.021152186357210896,6,0.03384349817153744,0.1483553597650514,0.4984397944199706,0.15426945668135095,1.0,1.7768333379514023,1,1,0,0,0
1,0,0,0,7,1,0.0,4,0.13227577379916275,1,0.0,8,0.07348654099953486,0.13313387907932894,0.6449432840204105,0.16082008736830514,1.0,2.2968364327768755,0,0,0,0,1
1,0,0,0,13,2,0.0,8,0.09532458485120751,2,0.0,12,0.019064916970241503,0.11118953751179443,0.7088694163856726,0.15981187416341786,1.0,3.0390390989683493,0,0,0,0,1
1,0,0,0,1,0,0.0,0,0.13644995551286193,0,0.0,5,0.09096663700857463,0.07137244058966485,0.7849767888586522,0.14365077055168302,0.0,2.048916029954248,0,1,0,0,0
1,0,0,0,13,0,0.032075405250306076,3,0.09408785540089783,4,0.023521963850224457,3,0.09408785540089783,0.21029432727872927,0.5742195412905985,0.21548613143067216,0.0,1.7988291217342902,1,0,0,0,0
1,0,0,0,5,1,0.006976273925851583,0,0.06976273925851582,1,0.006976273925851583,0,0.06976273925851582,0.22737461791010985,0.5428846371561191,0.22974074493377106,0.0,1.8285023590165093,0,0,0,0,1
1,0,0,0,29,2,0.08761015479296624,16,0.12265421671015274,7,0.0,20,0.05256609287577974,0.24730741614524565,0.5122044806114967,0.24048810324325756,0.0,2.449322193276672,0,0,0,0,1
1,0,0,0,17,2,0.01973601935237943,11,0.07401007257142288,2,0.01973601935237943,13,0.06414206289523315,0.2309562521843517,0.5076813201841693,0.2613624276314789,0.0,2.4192630598884084,1,0,0,0,0
1,0,0,0,29,2,0.006173682281189556,15,0.13582101018617024,2,0.006173682281189556,19,0.11112628106141201,0.2567127031752212,0.4601742210821252,0.28311307574265365,0.0,2.351404623986797,1,0,0,0,0
1,0,0,0,20,1,0.00754716785475772,18,0.13584902138563895,2,0.00377358392737886,20,0.12830185353088125,0.2093972440484498,0.5183610651115244,0.2722416908400258,0.0,2.1112745975990546,1,0,0,0,0
1,0,0,0,2,0,0.049305577665055444,2,0.10757580581466641,1,0.044823252422777675,6,0.08964650484555535,0.2017523320367083,0.4418029381774236,0.2581441897352619,1.0,2.358624178589237,0,0,0,0,1
1,0,0,0,26,0,0.02914428405230623,22,0.17486570431383738,1,0.01942952270153749,27,0.12629189755999368,0.16725561241642078,0.2742519890926749,0.2409584998692615,1.0,2.2988275473109203,1,1,0,0,0
1,0,0,0,14,0,0.011796220233135344,8,0.08257354163194741,0,0.011796220233135344,12,0.035388660699406035,0.15427254307861032,0.2672528207892634,0.215558488391546,1.0,2.18836487230616,0,0,0,0,1
1,0,0,0,2,0,0.0,2,0.046612619896530864,0,0.0,12,0.0,0.14889625298134293,0.26902301113777705,0.20866428406904086,1.0,7.629049573645181,0,0,0,0,1
1,0,0,0,11,1,0.0,6,0.1275333617025427,1,0.0,8,0.11252943679636122,0.13748394095454594,0.3313994601939303,0.2035972261817051,1.0,1.9833882463221768,0,0,0,0,1
1,0,0,0,3,0,0.0,2,0.14432537470419385,0,0.0,7,0.04123582134405539,0.1333913687719948,0.39755510279681416,0.19998147805149105,1.0,2.949230496501608,0,0,0,0,1
1,0,0,0,37,1,0.0,34,0.10800148412140131,1,0.0,36,0.08100111309105099,0.12180957367571035,0.4831749028399495,0.1967610858327004,1.0,2.3219583547318314,1,1,0,0,0
1,0,0,0,34,2,0.0,14,0.02089146875278192,2,0.0,18,0.0,0.10420387667262028,0.5181316429010628,0.18058076889292304,1.0,2.456055457640855,0,1,0,0,0
1,0,0,0,2,1,0.0,2,0.10966009336564311,1,0.0,6,0.08385771845608003,0.10982610287387884,0.7121837818048692,0.17784733662822627,1.0,1.8403691211862927,0,0,0,0,1
1,0,0,0,1,0,0.0,0,0.05591156176324351,0,0.0,2,0.018637187254414503,0.10729596479750894,0.7145352810680623,0.1781687541344288,0.0,2.0358798219985728,0,0,0,0,1
1,0,0,0,13,3,0.016142201700109566,13,0.0699495407004748,4,0.010761467800073045,14,0.06456880680043826,0.09575167696961724,0.7389371154661171,0.16531120756426554,0.0,1.9284531619626653,1,0,0,0,0
1,0,0,0,3,0,0.0,0,0.11837942057319749,0,0.0,3,0.10878108917537066,0.11044077175746456,0.6413643358091913,0.24819489243334425,0.0,1.6452011005253573,0,0,0,0,1
1,0,0,0,55,1,0.01387745179354879,44,0.10755025140000311,2,0.010408088845161591,48,0.09367279960645433,0.13504448224584606,0.6554996734401695,0.2087473755290454,1.0,2.7104481080794893,0,0,0,0,1
1,0,0,0,168,21,0.0,111,0.0,21,0.0,111,0.0,0.1611483585137242,0.6587286083395685,0.18012303314670727,0.0,0.0,0,0,0,0,1
1,0,0,0,46,1,0.013128114462890155,35,0.10765053859569927,1,0.013128114462890155,37,0.1023992928105432,0.0815773663225736,0.7755675715039962,0.1428550621734302,0.0,1.5960743688116936,1,0,0,0,0
1,0,0,0,24,0,0.0,8,0.07322646099798492,0,0.0,10,0.06891902211575052,0.07425886597038374,0.7745286998516279,0.12694193116690428,1.0,1.4149792529895124,0,0,1,0,0
1,0,0,0,24,0,0.002233002230781261,21,0.10495110484671927,0,0.002233002230781261,22,0.102718102615938,0.0660385212641577,0.7440772017968384,0.16943999015430947,1.0,3.0676745086143837,0,0,0,0,1
0,1,0,0,28,8,0.020649935892075696,15,0.11099340541990686,8,0.020649935892075696,16,0.10841216343339741,0.12215726169933296,0.6616529734463131,0.21604627118831154,1.0,2.2165195096134265,1,0,1,0,0
0,1,0,0,2,0,0.0,2,0.0761303386487672,0,0.0,6,0.0380651693243836,0.11489680279498544,0.695193916796336,0.1899092804086785,0.0,1.7033599855527777,1,0,0,0,0
0,1,0,0,12,0,0.005289419607764898,6,0.06744009999900245,0,0.005289419607764898,7,0.06611774509706124,0.02890897795677042,0.8277886077847517,0.14330241425847776,0.0,1.2878723491795767,0,1,0,0,0
0,1,0,0,26,1,0.0017026451925701567,12,0.027809871478645894,1,0.0017026451925701567,12,0.027809871478645894,0.09280049438665157,0.5421552903785883,0.36504421523476005,0.0,1.6974929709253588,0,1,0,0,0
0,1,0,0,31,0,0.0,8,0.20110860795972918,0,0.0,12,0.18195540720165976,0.05825377665605911,0.6551446651303998,0.2866015582135411,0.0,1.3449530341499452,1,1,0,0,0
0,1,0,0,21,3,0.007282598772058703,8,0.036412993860293515,6,0.005097819140441092,9,0.03568473398308764,0.13458979155044612,0.6602312378993885,0.1511833532047706,1.0,1.5047783088971107,1,0,0,0,0
0,1,0,0,43,8,0.013351968470137384,27,0.10681574776109908,8,0.013351968470137384,31,0.09791443544767416,0.16911092578362572,0.5573857656351857,0.2687798855744403,1.0,1.357012566207281,0,0,0,0,1
0,1,0,0,81,13,0.011526817594970745,81,0.06916090556982447,15,0.0,84,0.05187067917736835,0.13543894260674966,0.5694420417612915,0.2945853132464932,1.0,2.9981261813208886,0,1,0,0,0
0,1,0,0,13,1,0.0804127089210376,8,0.11352382435911192,6,0.05676191217955596,12,0.0946031869659266,0.2654184736035732,0.545416099390495,0.18392731940214346,1.0,1.4019179779965891,1,1,0,0,0
0,1,0,0,8,3,0.06801809308801202,2,0.09202447888378097,3,0.06801809308801202,3,0.08802341458448615,0.14252727186231778,0.6707579034424207,0.18668920872260464,1.0,1.5622954790582897,1,0,0,0,0
0,1,0,0,32,47,0.05289861550185914,25,0.07273559631505633,47,0.05289861550185914,29,0.046286288564126754,0.16589895579086456,0.6521297094933108,0.18197133471582466,0.0,2.4167646123886426,1,1,0,0,0
0,1,0,0,5,0,0.04591393319469819,6,0.06340495536410704,1,0.04372755542352209,10,0.054659444279402614,0.06204084274571992,0.7782524425457854,0.15964917958509986,1.0,1.3427727765878652,1,1,0,0,0
0,1,0,0,9,2,0.038884085510049446,4,0.11665225653014832,4,0.0,9,0.019442042755024723,0.05599334133238209,0.7445492968403756,0.16857815106671997,1.0,2.3122877988396944,0,0,0,0,1
0,1,0,0,40,7,0.027308770702422092,37,0.05279695669134938,10,0.021847016561937674,37,0.05279695669134938,0.07623418221513623,0.4191982304189828,0.15993737521724766,1.0,1.9068930088358835,0,0,0,0,1
