honk_duration,edge_honk_duration
4,0
52,18
5,2
2,14
2,4
1,5
0,6
0,17
0,2
0,0
0,1
5,1
2,5
2,3
18,8
0,1
11,1
5,0
6,1
3,0
0,15
8,0
3,5
8,8
3,0
2,2
0,0
0,0
2,0
0,0
11,3
0,0
1,8
1,8
0,1
0,0
