wifi_count,edge_wifi_count
13,0
3,7
2,1
0,4
6,0
7,1
0,0
2,0
0,3
0,3
0,1
2,2
3,11
0,0
1,7
12,1
1,0
16,3
21,47
9,6
3,30
8,1
0,9
0,0
0,0
0,0
0,0
0,4
0,5
9,7
1,6
0,1
1,3
0,3
3,5
2,5
0,1
1,2
0,4
0,0
0,2
0,4
