wifi_count,edge_wifi_count
20,0
0,4
2,7
3,11
0,3
0,1
1,0
0,1
2,5
3,9
12,3
14,10
4,31
2,10
19,22
7,31
3,10
7,25
0,22
0,0
1,1
1,6
9,1
1,0
3,0
3,3
7,15
0,2
0,0
0,1
0,1
0,3
0,3
0,3
2,4
