honk_duration,edge_honk_duration
54,0
3,7
1,28
4,6
0,3
0,1
1,3
0,3
1,16
6,6
10,9
20,22
2,10
1,2
10,1
0,0
10,0
5,5
0,2
0,0
0,3
1,6
7,0
1,0
4,2
3,0
1,11
0,1
0,0
0,0
1,4
1,0
2,0
1,2
1,5
