wifi_count,edge_wifi_count
0,0
1,1
2,14
0,2
0,1
0,0
1,1
0,0
2,0
0,16
0,8
0,6
1,13
1,0
0,1
2,4
1,1
10,1
4,11
1,3
0,2
25,34
6,21
7,30
9,3
9,6
2,0
5,1
1,9
0,4
1,0
0,0
1,0
0,0
0,1
1,1
0,1
0,2
0,3
0,1
0,3
0,5
