wifi_count,edge_wifi_count
9,0
0,0
0,0
0,3
2,3
0,6
0,1
1,1
0,9
0,17
0,3
0,1
1,0
2,4
5,11
1,3
13,6
0,40
17,8
17,100
0,48
2,8
8,4
3,19
1,5
0,1
4,4
0,8
0,3
0,6
0,7
0,2
0,3
0,1
1,0
0,1
1,1
0,1
2,1
2,7
1,16
1,4
