honk_duration,edge_honk_duration
8,0
1,8
27,8
2,3
11,5
6,1
12,0
2,3
0,4
9,8
3,8
0,3
0,0
0,0
0,4
0,2
0,1
0,2
1,5
1,14
1,2
1,2
0,2
0,0
5,0
3,0
2,3
10,3
0,0
2,11
3,8
2,10
1,1
8,18
