honk_duration,edge_honk_duration
3,0
6,4
1,1
5,1
1,4
12,11
3,13
0,0
1,5
2,1
2,4
1,2
2,2
1,4
0,0
2,1
0,0
0,0
1,3
6,5
3,1
0,0
3,1
0,4
3,1
22,1
36,40
1,6
0,0
0,14
0,7
0,1
0,19
6,10
2,4
1,2
0,0
1,0
0,0
0,0
