wifi_count,edge_wifi_count
6,0
0,4
2,1
3,6
0,4
0,0
1,1
0,1
2,7
1,12
0,4
6,9
1,1
0,10
1,4
0,3
4,14
0,20
0,20
2,13
79,34
3,4
14,44
8,20
2,19
17,8
2,0
0,0
0,1
1,1
0,0
2,1
0,1
0,5
0,11
0,0
1,1
1,9
0,0
