honk_duration,edge_honk_duration
27,0
0,4
4,5
3,19
16,23
10,2
9,4
1,4
16,8
5,12
4,11
17,15
26,10
0,23
10,16
3,17
2,3
4,23
4,8
1,19
2,41
4,2
17,21
3,20
14,36
34,14
6,36
7,22
4,15
107,7
5,8
2,19
2,12
35,13
7,160
12,64
3,117
6,69
0,12
10,29
