honk_duration,edge_honk_duration
4,0
52,18
5,2
2,14
0,4
2,0
1,5
0,6
0,17
0,2
0,0
0,1
5,1
2,5
2,3
1,1
17,6
0,2
11,1
0,0
0,0
5,0
6,1
3,0
3,7
0,5
8,0
3,5
0,7
8,1
3,0
0,0
2,2
0,0
0,0
2,0
0,0
11,3
0,0
0,1
4,7
0,4
1,1
0,1
0,0
