wifi_count,edge_wifi_count
13,0
0,3
1,4
3,2
7,12
1,5
7,14
5,4
4,18
16,10
0,14
13,17
51,28
5,31
2,5
1,8
0,0
1,1
4,7
1,1
8,7
3,10
0,0
0,13
0,3
0,3
0,0
1,1
1,2
0,1
1,0
1,10
