honk_duration,edge_honk_duration
109,0
17,45
0,32
4,50
14,10
4,32
1,33
1,102
5,67
0,68
62,44
5,11
30,5
3,14
15,12
2,8
20,11
20,51
20,19
2,13
10,10
1,12
0,29
7,14
0,7
8,8
3,22
15,31
15,27
5,12
23,15
8,16
1,33
1,4
11,6
2,18
13,20
2,31
1,9
