time_zone,start_date,start_time,lat,long,stay_duration,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc,estimated_stay_duration
Afternoon,2019-09-05,13:27:41,23.49470417,87.31699057,1,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:27:50,23.49348425038168,87.3165472491603,131,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-05,13:31:18,23.496337068888884,87.31380156333334,9,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:33:36,23.50033342642857,87.30587482285713,14,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:34:44,23.50322484000001,87.30746731000002,44,1,0,1,0,0,24.16631130063966
Afternoon,2019-09-05,13:37:47,23.51175969,87.31061075,1,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:38:00,23.512366475000004,87.31059212666666,6,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,13:40:40,23.526619705,87.311022645,2,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-05,13:46:26,23.528722235,87.31057977500001,2,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,13:47:34,23.533368871111108,87.30645454777778,9,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:48:52,23.53684124391304,87.3015535930435,46,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:49:58,23.53600946,87.30034465,1,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-05,13:50:47,23.535120032755103,87.29770792913261,196,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:56:23,23.53770233459458,87.29673139229729,74,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:58:12,23.53847266,87.29645425,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,13:58:37,23.53886819125,87.29466471375,8,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:58:57,23.53908477,87.29402027750001,4,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,13:59:10,23.539112812,87.29325919566669,30,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,13:59:59,23.540171319999995,87.29273625,7,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:00:22,23.54078623,87.29201431,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:00:49,23.541840769459466,87.28976640783785,37,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:01:47,23.54302075421053,87.29035275210526,19,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:02:54,23.543858460000003,87.287925275,4,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:03:25,23.542610265,87.287069965,2,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-05,14:03:41,23.54283721285714,87.28624048857145,7,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:05:15,23.544978166666667,87.28166956333335,3,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:05:30,23.545366277428577,87.28129641342856,35,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:06:29,23.54640408,87.28213579,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:06:46,23.54695608846154,87.28256541846153,13,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:07:18,23.54814644914285,87.28354461514286,35,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:08:55,23.55121899846154,87.2859800046154,13,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:09:15,23.551506130000003,87.28619726666666,6,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:09:46,23.55251573,87.28701076,1,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:10:05,23.55336307777777,87.28667641555555,9,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:10:25,23.5539300525,87.28636036375,8,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:10:46,23.554579068333336,87.28599477833335,6,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:11:12,23.55555917,87.28548711,1,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:11:38,23.5563823,87.28634022,9,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:12:06,23.55798229333333,87.28544060444445,9,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:12:38,23.559029,87.28468044,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-05,14:12:51,23.559398015454544,87.2845274718182,11,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-05,14:14:17,23.56390559,87.28386021,1,0,1,0,0,0,21.441935483870967
