wifi_count,edge_wifi_count
10,0
3,1
0,8
0,0
0,0
4,15
0,6
0,2
1,0
0,0
1,2
0,0
1,1
0,3
1,7
3,0
2,20
2,5
9,5
7,30
41,102
9,66
2,12
9,7
0,9
7,12
0,3
10,1
1,5
1,2
2,8
1,7
0,4
3,7
0,0
0,2
0,0
0,2
0,2
2,3
3,9
1,3
0,0
0,0
