honk_duration,edge_honk_duration
7,0
11,8
0,8
13,5
4,6
8,6
0,6
7,10
12,5
1,4
2,4
2,5
0,10
6,5
0,3
7,3
4,4
0,6
1,7
3,5
2,5
2,18
6,9
1,33
9,21
6,4
19,6
10,12
5,10
35,5
39,5
0,31
12,27
2,13
0,9
6,8
1,1
15,21
0,9
8,16
8,4
