wifi_count,edge_wifi_count
0,0
1,0
1,0
2,7
0,1
2,2
0,0
2,2
0,0
0,3
0,0
1,0
0,2
4,3
2,3
2,4
2,4
4,12
0,5
5,2
0,1
2,13
6,11
5,16
37,29
0,7
13,12
9,18
4,3
13,9
7,3
0,4
0,1
0,0
0,1
0,0
0,0
4,10
0,8
1,3
0,0
