honk_duration,edge_honk_duration
67,0
4,13
24,56
2,17
5,3
5,3
4,7
24,2
6,14
2,22
7,109
13,40
5,34
5,7
4,14
63,0
6,7
68,6
17,41
5,4
9,22
10,3
6,5
2,5
3,0
0,6
0,1
2,4
6,2
2,5
1,7
4,3
4,4
3,8
5,14
6,13
3,7
9,8
2,15
13,11
2,15
7,14
