d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
9,0,33,0
7,0,74,1
0,6,2,78
1,3,3,91
2,2,1,24
1,6,4,11
0,5,3,51
0,1,4,40
0,1,7,18
0,0,10,172
0,0,15,11
0,1,13,3
1,0,34,55
2,0,16,0
0,0,6,0
0,0,6,18
0,0,12,1
2,0,1,74
3,12,5,103
4,13,13,41
10,4,12,22
9,14,33,16
1,3,4,10
46,9,8,14
1,24,1,55
3,0,6,0
5,3,3,10
1,23,15,28
0,0,3,0
0,0,0,6
1,0,6,3
7,4,1,20
5,2,14,3
5,6,11,13
3,7,8,21
0,11,1,13
2,6,7,26
4,2,9,18
4,2,10,16
0,1,17,2
2,3,12,18
0,0,2,12
0,0,10,3
2,5,9,25
0,9,2,20
4,4,2,10
