wifi_count,edge_wifi_count
9,0
7,0
0,6
1,3
0,4
1,6
0,5
0,1
0,1
0,0
0,0
0,1
0,1
2,0
0,0
0,0
0,0
0,2
3,12
4,13
9,5
6,17
0,4
21,34
0,25
1,2
2,6
0,24
0,0
0,0
0,1
1,10
2,5
5,6
3,7
0,11
2,6
2,4
3,3
0,1
2,3
0,0
0,0
2,5
0,9
2,6
