wifi_count,edge_wifi_count
1,0
1,0
1,6
0,3
0,6
0,2
0,1
0,1
0,0
0,0
1,0
0,2
1,0
0,1
0,5
0,5
0,2
0,0
0,7
0,2
4,12
2,20
2,8
43,37
0,5
8,5
10,22
42,14
19,3
3,0
2,0
0,0
1,3
2,6
6,8
3,3
2,9
0,1
