wifi_count,edge_wifi_count
2,0
3,6
0,3
1,1
0,1
1,0
0,0
0,1
0,0
0,1
1,0
0,1
2,9
1,2
4,8
0,3
2,1
0,1
0,0
2,23
0,37
9,54
5,11
15,2
0,1
1,0
0,0
0,2
1,3
0,7
1,6
