honk_duration,edge_honk_duration
18,0
1,0
0,0
0,1
3,1
7,10
0,6
0,9
2,5
0,3
0,4
1,5
0,15
0,5
0,5
0,7
1,12
1,1
2,8
0,3
1,21
4,5
1,6
2,0
5,3
2,3
6,1
5,8
1,3
4,6
53,2
4,3
1,8
0,4
0,1
0,1
4,9
