wifi_count,edge_wifi_count
0,0
7,3
1,3
0,2
0,1
2,3
2,1
1,7
1,9
0,14
2,6
0,0
1,44
2,3
0,3
0,12
20,23
3,44
1,37
0,11
6,1
2,0
0,1
0,0
2,0
0,1
0,6
0,14
0,1
