honk_duration,edge_honk_duration
108,0
4,49
4,18
2,54
29,52
4,33
2,9
2,23
5,84
0,7
3,76
9,46
3,6
33,34
3,6
14,0
0,12
6,25
5,24
3,3
1,29
8,94
7,64
58,9
9,27
13,39
0,40
50,21
8,16
3,32
3,10
2,29
4,5
2,13
3,10
8,14
3,22
4,39
12,14
7,37
6,12
15,10
2,10
17,7
9,2
17,13
3,11
15,23
13,13
14,41
20,33
1,8
