start_time,end_time,scores
08:44:06,08:44:09,-2.0
10:44:07,10:44:10,-2.0
10:45:14,10:45:37,2.0
18:42:35,18:42:43,-2.0
18:42:52,18:42:52,-2.0
07:17:50,07:17:53,-2.0
08:47:04,08:50:51,-0.958465244745263
08:51:27,08:51:30,-2.0
08:51:56,08:51:58,-2.0
10:58:22,10:58:30,-2.0
10:58:39,10:58:58,2.0
10:59:38,10:59:51,-2.0
11:00:00,11:00:16,2.0
17:00:26,17:00:26,-2.0
17:00:27,17:04:19,-1.7525894717410477e-101
17:04:31,17:04:31,-2.0
17:04:51,17:04:58,-2.0
