start_time,end_time,scores
08:46:24,08:47:22,2.0
10:34:52,10:34:54,-2.0
10:35:28,10:35:35,-2.0
11:57:19,11:57:28,-2.0
11:57:48,11:57:48,-2.0
07:05:30,07:05:59,-1.0016549201578908
07:06:10,07:06:28,-0.19468670833151014
09:00:02,09:00:10,-2.0
10:58:43,11:01:17,-0.9785821906607138
