wifi_count,edge_wifi_count
0,0
1,1
0,4
3,9
0,2
0,1
0,0
1,1
0,0
2,0
0,1
0,3
0,12
1,8
0,5
1,13
1,0
0,1
2,4
1,1
0,0
10,1
4,11
2,2
25,36
0,5
0,11
6,5
6,31
9,3
9,6
2,0
1,5
0,10
0,4
0,0
1,0
0,0
0,1
0,0
0,1
1,1
0,3
0,3
0,1
0,3
0,5
