lat,long,wifi_count,Is_Congestion
23.501001925,87.30614105249998,0,1
23.501363175,87.30632065,0,1
23.52507095555556,87.31124595111109,0,1
23.526584573,87.311589669,0,1
23.524241247777766,87.3165412788889,1,1
23.523068398125005,87.3173438990625,0,1
23.524414996666664,87.31633498166669,1,1
23.53659143333333,87.30237486,1,1
23.53504870928571,87.29753693190477,2,1
23.535339354285718,87.29688198857143,2,1
23.54376397666667,87.28433394833333,0,1
23.545894965,87.28167761200001,1,1
23.546636761764702,87.28235062705885,1,1
23.55327173777778,87.28668029555556,0,1
23.55452399,87.285981275,0,1
23.56076138500001,87.283891225,3,1
23.56261314967741,87.28340980354838,1,1
23.56336883333333,87.2836369522222,0,1
23.4954951025,87.31494197166668,2,1
23.498982845,87.309383765,0,1
23.5230060273913,87.31729287260868,0,1
23.52375342,87.3180541,0,1
23.535148300000003,87.29750649916667,5,1
23.541231223,87.29089917100002,0,1
23.553378004999995,87.28667688071428,0,1
23.55459367,87.286008105,1,1
23.560554670714282,87.28400400214286,1,1
23.526334495,87.3111106675,0,1
23.52658235142857,87.31162997857143,0,1
23.523049996428565,87.31727253535715,1,1
23.5353725775,87.296863765,2,1
23.54320687,87.2875878,0,1
23.553199927142852,87.28670938214287,4,1
23.554551106666665,87.2860203,0,1
23.49395332,87.31577602666668,0,1
23.52428665,87.31585842000001,0,1
23.523071062400003,87.31719893639999,0,1
23.52328451,87.317697665,0,1
23.53532953727273,87.2986704409091,0,1
23.53513576511112,87.29752293888887,4,1
23.535535790000004,87.29659733692309,2,1
23.553358411999998,87.28671812600003,0,1
23.494334328395066,87.31708500395061,13,1
23.49398989,87.31732078,2,1
23.52298949969697,87.31731412333335,0,1
23.52382762,87.31802694,0,1
23.53530121,87.29676762444444,6,1
23.54334322833333,87.28762570333332,0,1
23.55161956803921,87.28634545686278,3,1
23.5532982925,87.28668656,0,1
23.554589365,87.2859579225,0,1
23.56125892,87.28361178,0,1
23.49376473,87.31588783,0,1
23.523520338,87.31662625999998,0,1
23.523050656538462,87.31728843346153,0,1
23.535643539485715,87.29640146417142,16,1
23.536993345,87.29642957499998,6,1
23.553375845,87.28670094,0,1
23.56185949555556,87.28332747777776,1,1
23.563513824545456,87.28234300090912,1,1
23.564229109047623,87.2819773,3,1
23.564399725999998,87.282540308,0,1
23.49439929342466,87.31681389054789,7,1
23.52368506,87.31664649999998,0,1
23.523025200714287,87.31729307928573,0,1
23.523781474,87.31796431000002,0,1
23.53542588349111,87.29678128189344,19,1
23.55329162,87.28667048,0,1
23.559021917142854,87.28460892285715,0,1
23.561681345,87.28335286,0,1
23.49426836449153,87.31709377220335,9,1
23.50226720625,87.30688359875,0,1
23.523072382142853,87.31745190809522,0,1
23.52391222,87.3180796242857,2,1
23.53855163,87.2953695725,0,1
23.543308508000003,87.28762765600003,0,1
23.55337315,87.2867001709091,0,1
23.56351145375,87.28233626,2,1
23.494074585297042,87.31675075985149,8,1
23.4931782,87.31683061,0,1
23.52304600090909,87.31738298545456,0,1
23.523440435999998,87.31774001400001,0,1
23.52328254,87.3183197,0,1
23.524103225,87.31782136000002,0,1
23.535466705000005,87.29680805,3,1
23.53945684,87.29302391666666,3,1
23.554567825,87.286027345,0,1
23.494406231323534,87.31703000367649,7,1
23.535371659427323,87.29713411370052,28,1
23.53696129,87.29638010000002,2,1
23.53801060333333,87.29635401333331,6,1
23.553353873333336,87.28670388333335,0,1
23.5536987075,87.28655104,0,1
23.56257094,87.28290487,0,1
23.49383122148688,87.31675051259475,21,1
23.494227903333336,87.31561198666668,0,1
23.499416700000005,87.30805653600002,0,1
23.52392196611112,87.31650420416662,0,1
23.523090673750005,87.31716891375,1,1
23.524009686764703,87.31787254735296,1,1
23.52417919,87.317423705,0,1
23.53633817615385,87.30282496615385,1,1
23.535556816666666,87.29894503999998,1,1
23.537239808333336,87.29644474833331,4,1
23.53920049,87.29417020000002,2,1
23.54327872854167,87.28758926854168,2,1
23.543833634000002,87.284289192,0,1
23.544299898000002,87.28334566999996,0,1
23.54459116052631,87.28256513605263,0,1
23.553291459,87.28666675900001,1,1
23.554546535,87.2860393525,1,1
23.560278666086955,87.28418774391302,0,1
23.56083903,87.28387581,1,1
23.56301835142857,87.28265439142857,0,1
23.56342881642857,87.28236941142856,1,1
23.56448039142857,87.28224811214285,0,1
23.52378492,87.31145531333334,0,1
23.53688675,87.296373088,8,1
23.53796062444445,87.2963408122222,4,1
23.55333179875,87.28666239249998,0,1
23.49437758257576,87.3170683259091,8,1
23.49371117875,87.31585023125,1,1
23.50696462222223,87.30972124,0,1
23.53657609,87.30122636,3,1
23.54376982333333,87.28435759111113,2,1
23.55294389333333,87.28683524,0,1
23.55329199428571,87.2867038157143,1,1
23.56246528,87.28330944,0,1
23.49448947117647,87.31679931215687,7,1
23.53499278756757,87.29755958918919,3,1
23.538963100000004,87.29462623500002,0,1
23.55323959,87.28678159,2,1
23.5546076725,87.28604996000001,1,1
23.56310374000001,87.28257801666666,1,1
23.494002825555558,87.31804270555556,0,1
23.49337814,87.317801035,0,1
23.492768551111112,87.31734445888891,1,1
23.53536647,87.29689652,5,1
23.553150357333326,87.28676808200001,2,1
23.554483128461552,87.28607218769231,1,1
23.56375459416667,87.2822004522222,1,1
23.564391296875,87.2821766003125,1,1
23.49413573813953,87.31709839066862,14,1
23.49396494,87.31574848666666,0,1
23.536344504000002,87.2959771,7,1
23.53710572909091,87.29649361499996,8,1
23.55325975500001,87.28673132250002,0,1
23.561026066,87.28375934399998,3,1
23.561502939,87.28350819399998,0,1
23.49436160080358,87.31712917089285,5,1
23.535334931875,87.29705747187502,1,1
23.55331992818181,87.28670331909092,1,1
23.554516600000003,87.28605567,0,1
23.554796,87.2858672825,0,1
23.562544756470594,87.28294603999998,3,1
23.494304941578946,87.31682822877195,6,1
23.505864795,87.30908657500002,0,1
23.509879682380948,87.31062836809527,0,1
23.510802381000005,87.31059070366669,1,1
23.5532720825,87.28669815,0,1
23.494326994180327,87.31717294590162,5,1
23.52633709636364,87.31110602545456,0,1
23.52813962333333,87.30851349333334,0,1
23.535377715,87.296799565,2,1
23.5532473125,87.2867164975,0,1
23.5617139625,87.28338937250004,0,1
23.543529692857145,87.28771889619047,1,1
23.543860878,87.28433203200001,2,1
23.53539050666667,87.29681367333332,0,1
23.527705313333332,87.31015312666666,0,1
23.49958816,87.3076597,0,1
23.54348258,87.28767871857143,0,1
23.5365863725,87.30250773,1,1
23.53686421461539,87.29631469538464,19,1
23.53498022,87.29754965,0,1
23.51078505333333,87.31066379333332,0,1
23.5470579925,87.28278783937498,0,1
23.535072645,87.297384855,0,1
23.49628451875,87.3139243,0,1
23.52817841333333,87.30848769666666,0,1
23.50079605,87.30607236833332,0,1
23.564173016879998,87.28330590047999,6,1
23.56159518,87.28350862666667,0,1
23.554812194,87.28587849300001,0,1
23.553210507777766,87.28673622222223,1,1
23.544292574615394,87.28852506307693,4,1
23.536973904,87.29641151599998,8,1
23.52659431694445,87.31150208472224,2,1
23.499154982857146,87.3088306057143,0,1
23.498803462222234,87.30968064,1,1
23.49513922857143,87.31641835857144,0,1
23.56249946,87.28335627,0,1
23.5545259525,87.2860467825,2,1
23.55416948642857,87.28630207595238,0,1
23.55331879125,87.286732275,0,1
23.552041696,87.286675136,2,1
23.54572564,87.28174855,0,1
23.535885709999995,87.29794528449999,1,1
23.53535832142857,87.29704761714285,0,1
23.53559985,87.29646343499998,0,1
23.52418152300001,87.31792053859999,1,1
23.526571861250005,87.31154202375002,0,1
23.56417363163265,87.28337457653059,1,1
23.55512761666667,87.28571917,1,1
23.55324507666667,87.28678785777777,0,1
23.5443014,87.28852166,0,1
23.53565616,87.29661054366665,2,1
23.52402930333333,87.3179273275,1,1
23.523033918333343,87.3168780716667,0,1
23.4952455,87.31639661,0,1
23.56415883668919,87.28332306256762,1,1
23.56287167090909,87.28353028818182,0,1
23.5614638375,87.28358803875,1,1
23.55456307,87.28602865,0,1
23.55318524333333,87.2867707077778,0,1
23.543585884999995,87.28774765857143,0,1
23.540624475999998,87.29250080799999,7,1
23.52385246304348,87.3180310878261,0,1
23.523030838947374,87.31730433105267,0,1
23.524369177142855,87.31571218,1,1
23.50208283,87.30682951,0,1
23.499208582222234,87.30878151777777,0,1
23.49882421833333,87.30966902,0,1
23.495439204,87.315876988,2,1
23.4951788225,87.316435405,0,1
23.56151529,87.283557035,0,1
23.55454682,87.28606765333332,1,1
23.553300232222234,87.28672915444444,0,1
23.54343424,87.28763614374998,2,1
23.54387480333333,87.28789183666667,0,1
23.5442639675,87.2884803225,0,1
23.53916014,87.29396104,0,1
23.52299192346155,87.31737684346155,0,1
23.52429835285714,87.31571283857143,0,1
23.51197767272727,87.31061255090908,0,1
23.564242929090906,87.28316983454546,0,1
23.554592722,87.286046776,0,1
23.553308536,87.28675031200001,0,1
23.5434697775,87.2879199,1,1
23.536017143571428,87.30068008214286,9,1
23.536697809166665,87.30126418583332,2,1
23.537087494,87.30173698700001,5,1
23.52392019125,87.31823641999998,1,1
23.52272092,87.31750522333334,0,1
23.564102416666664,87.28339173238096,2,1
23.56139916,87.28357182875,4,1
23.560499238000002,87.28408212699999,0,1
23.554117747272723,87.28626876666668,1,1
23.5533137525,87.2866741375,0,1
23.54273819,87.28708464,4,1
23.543522565384606,87.28768099153845,5,1
23.537436761842088,87.29667806894736,11,1
23.535105599285718,87.29736016285713,2,1
23.53553251833333,87.29674267166666,1,1
23.52393656,87.31802549,0,1
23.523021124117648,87.3172274617647,0,1
23.495179655,87.31642065625,0,1
23.564166454999995,87.28324431214287,1,1
23.55497294421053,87.28580622105262,0,1
23.554573357142853,87.28603797999996,0,1
23.553291234166664,87.28674674666668,0,1
23.551694648,87.28647698399998,0,1
23.53917252,87.29406475,0,1
23.53638540135593,87.29601696177961,42,1
23.53571563129497,87.29606736417269,3,1
23.50567246439024,87.30896187658534,1,1
23.501946738750004,87.30674560687498,6,1
23.500622676666666,87.306045486875,3,1
23.49525011,87.3163735175,0,1
23.56433067382979,87.2831140274468,0,1
23.555148235,87.28569106833332,1,1
23.55462639,87.28600764,0,1
23.53507871818182,87.29738391818182,0,1
23.53538319263157,87.29684536736845,1,1
23.535402257500003,87.29625344249996,0,1
23.52309454473684,87.31712299578945,0,1
23.56183364666667,87.28344111666668,4,1
23.55453541,87.28606121833332,1,1
23.55332394454545,87.28674269363638,1,1
23.5391566525,87.2942692475,1,1
23.535670431340588,87.29615446927538,4,1
23.522944370500003,87.31741115850002,0,1
23.523228955,87.316639525,0,1
23.56424510923077,87.28320779269232,1,1
23.5633352925,87.283689315,1,1
23.560306764,87.284214674,1,1
23.5587208325,87.2850859175,0,1
23.554585905,87.28603199,0,1
23.5532051175,87.28679490312501,2,1
23.551634323750005,87.2864179325,1,1
23.54898325921053,87.28428334394738,0,1
23.543473620000004,87.28763532999999,2,1
23.54429168,87.28854490500002,0,1
23.536747060000003,87.29629967,1,1
23.53525400444445,87.29704001777776,2,1
23.49738161846153,87.31237222461539,0,1
23.49705066166667,87.31278906000004,0,1
23.56421064900001,87.28326156700001,2,1
23.56305916166667,87.28352446999996,0,1
23.56183856,87.28328278,0,1
23.55462787,87.28597674166667,0,1
23.55331424444444,87.2867389977778,0,1
23.539242176470584,87.29408866235296,4,1
23.53687353,87.29631927,1,1
23.522993341666666,87.31730009944445,0,1
23.49522547,87.3164428875,0,1
23.564264853703705,87.28312495629628,1,1
23.56343477333333,87.28369497999998,2,1
23.555294475294108,87.28562568117648,2,1
23.55454788,87.28605748999998,0,1
23.55331295727273,87.28677515818183,0,1
23.55060630375,87.28558132375002,0,1
23.543992177142854,87.28795280428572,0,1
23.541301074,87.29109858800001,0,1
23.53543005543859,87.2967980459649,1,1
23.535075235,87.29687348249998,0,1
23.52407604,87.31810573,0,1
23.522956537580644,87.3173422417742,0,1
23.5022091,87.30691845500002,0,1
23.49545436166667,87.31589296333334,0,1
23.495196080000003,87.31646617599999,2,1
23.564166809166665,87.28327863583333,0,1
23.554581446666663,87.28602465333331,0,1
23.55315849277777,87.28681208666666,1,1
23.541388195,87.29079424833333,0,1
23.541011877142854,87.29180665,0,1
23.535492106296292,87.29704824777781,10,1
23.535462872222233,87.29664139666669,0,1
23.51215836169229,87.31069731999996,0,1
23.562773233,87.283429616,1,1
23.561692615,87.28345516499998,0,1
23.55457232,87.2860416109091,2,1
23.553293335714287,87.28675164,1,1
23.542918526666664,87.28621658166666,0,1
23.543425705,87.28764021749998,2,1
23.543925385,87.2879301575,1,1
23.53917271,87.29365912,1,1
23.53579563935483,87.29797239048379,3,1
23.53571193583333,87.29607884510418,5,1
23.52823564636364,87.3084613790909,0,1
23.51297065,87.31074871,0,1
23.506637214375,87.309624975625,1,1
23.564285580757584,87.2831118210606,1,1
23.554986747272725,87.28577241545455,1,1
23.5545812,87.28603263749999,0,1
23.55331043166667,87.28675176666668,1,1
23.54345394,87.28765107333334,1,1
23.510701471999997,87.310687395,0,1
23.563288618,87.283678138,0,1
23.55507266136364,87.28583078818183,1,1
23.553319863333325,87.28678825000001,0,1
23.53510295,87.298199,1,1
23.535194975,87.2973257,0,1
23.53539837333333,87.29692286666666,0,1
23.511060822857146,87.31073201857143,0,1
23.564242035054946,87.2832445857143,3,1
23.55500498,87.28580451,1,1
23.55452125222222,87.28604994222223,0,1
23.55343382222221,87.28671056666668,0,1
23.544351813333336,87.28326742999998,1,1
23.535491650000004,87.29664033727272,0,1
23.51085932222223,87.31075154944445,1,1
23.56424863464286,87.2831235807143,0,1
23.56293417,87.28349505399997,0,1
23.55333500375,87.28672111375,0,1
23.55302477,87.2868459,1,1
23.544289337674407,87.28344896860466,4,1
23.536862542500003,87.2963448875,5,1
23.53550580000001,87.29674399333334,2,1
23.49574169875,87.31488058125002,0,1
23.495177705,87.316404215,0,1
23.564222946756765,87.28323224013512,0,1
23.55328740142857,87.28673540571428,0,1
23.53697702,87.29646374299999,24,1
23.53555575125,87.29671526125,2,1
23.535266833384608,87.29707799546154,4,1
23.495228313000002,87.316417995,0,1
23.55434535866666,87.28624454733334,1,1
23.553295752222233,87.28671453666668,0,1
23.5367152281884,87.29464892536232,7,1
23.53635309360001,87.29527643033335,17,1
23.53560959,87.29658248999998,0,1
23.53538551290322,87.29686525000002,4,1
23.495187804,87.316408144,0,1
23.52557822909091,87.31120070954546,0,1
