lat,long,wifi_count,Is_Turn
23.510497558571423,87.31057214142858,0,1
23.52641299461539,87.31107568076922,0,1
23.535935904186047,87.29590345627909,8,1
23.5442632425,87.2884439525,0,1
23.51949020166667,87.31107334000002,0,1
23.5265675225,87.31111117500002,0,1
23.536155014000002,87.300923546,0,1
23.53608326409091,87.3000904418182,4,1
23.5443679275,87.2883653925,5,1
23.526591831111112,87.31116487777778,1,1
23.53582293655737,87.29619015393442,11,1
23.54429263428571,87.28839914714285,6,1
23.542632916,87.28679105399998,0,1
23.556212692142854,87.28639806785714,0,1
23.56204969476191,87.2832750542857,0,1
23.543170405454546,87.29037504636364,2,1
23.544323335,87.28841163499996,0,1
23.56188892,87.2832397,0,1
23.526448485,87.3111023825,0,1
23.535936923846155,87.29583082307694,4,1
23.54430188333333,87.28849645833334,0,1
23.55610279333333,87.28642073833332,0,1
23.5621936574359,87.28322662282051,1,1
23.56395977173913,87.28378195,1,1
23.5104540525,87.31054358,0,1
23.52660324370968,87.3112539667742,0,1
23.51951954909091,87.31112076000002,0,1
23.5360480075,87.3009216625,0,1
23.535934048048787,87.2959420312195,10,1
23.53835611888889,87.29571368333332,8,1
23.542626822857148,87.28683174714287,0,1
23.5552229025,87.285625055,0,1
23.556206373333332,87.28640448,1,1
23.56209172333333,87.28323209333332,2,1
23.510452597000004,87.310593127,0,1
23.519301613636365,87.3111388490909,0,1
23.526460026666665,87.31108490083334,0,1
23.52821179333333,87.30845968333333,0,1
23.535932568000003,87.29594196299999,1,1
23.543159904,87.29038431500004,0,1
23.544309254,87.28846174,0,1
23.526678325625,87.31103884250004,0,1
23.535854736875,87.296032923125,5,1
23.543073424285716,87.29051289571426,0,1
23.556222814,87.28641318300001,0,1
23.563981806666664,87.28382124333332,2,1
23.510568065,87.31057879874999,0,1
23.5193391275,87.3111492025,0,1
23.526442176666666,87.31109068333332,0,1
23.536024363888878,87.29585635851852,9,1
23.54423189333333,87.28842292666666,0,1
23.53595055493333,87.29593188653338,16,1
23.543125334285715,87.29040229285714,2,1
23.545510586666666,87.28143046435896,8,1
23.555430128,87.28549844679998,1,1
23.5639630435,87.28382874299999,1,1
23.52661643461539,87.31108373384615,0,1
23.535957933308826,87.29590177794117,8,1
23.54432027833333,87.28841418833332,0,1
23.556199731818186,87.2864051572727,0,1
23.562091849375,87.2831676175,2,1
23.526411658571426,87.31109708,0,1
23.53605347,87.30002606,0,1
23.544275733333336,87.28843040333332,0,1
23.55613802941177,87.28641821882353,1,1
23.564007513000004,87.28373030999998,2,1
23.493547180270266,87.31658544986485,20,1
23.542617485,87.28708198000002,0,1
23.51932914833333,87.31114193833332,0,1
23.526452562857145,87.31106972714285,0,1
23.53597596,87.2958304275,2,1
23.544298864285718,87.28842632857143,1,1
23.555223778888887,87.28563222222222,0,1
23.49348129409396,87.31657978402689,8,1
23.51928760875,87.31113485374998,0,1
23.526428528750003,87.311105555,0,1
23.53600162272728,87.29582002181817,1,1
23.54429672142857,87.28843236857142,0,1
23.54551973130435,87.28143507347824,5,1
23.55540262,87.28551984,0,1
23.51047542307693,87.31058696769232,0,1
23.526420745625,87.31107702937499,1,1
23.535927911551727,87.29601212775862,4,1
23.543076910769233,87.29044151923077,2,1
23.544272708,87.28847869399998,0,1
23.5562142825,87.28636019999998,1,1
23.5619481025,87.2832768125,1,1
23.493635112299643,87.3166117878745,17,1
23.5264436725,87.31108644124998,0,1
23.535878423947374,87.29599284171053,6,1
23.544290675,87.2884169175,0,1
23.555221185,87.285640255,0,1
23.55618620857143,87.28641044999998,0,1
23.56201865900001,87.283224179,0,1
23.526429505,87.31108342499998,0,1
23.536048511081084,87.29579470324323,10,1
23.502153315,87.30683238499998,1,1
23.51039,87.31057521,1,1
23.52651602,87.31107595066666,1,1
23.56189898444445,87.28327250333334,0,1
23.54310385,87.290414778,3,1
23.54427724,87.2884735325,1,1
23.510548497500004,87.31053659999998,1,1
23.5561117,87.28639124,0,1
23.55617436,87.28642853,1,1
23.556136420526318,87.28638667421049,0,1
23.519223672500004,87.3111553425,0,1
23.52647059375,87.31109667625,0,1
23.54308679,87.29043123833333,0,1
23.556129625,87.28641280333332,0,1
23.519257514285716,87.31118388142859,0,1
23.52650794636364,87.31108392272728,0,1
23.535911646666666,87.30036506666666,0,1
23.55621852531249,87.28642112875002,0,1
23.5561215225,87.28640366874998,0,1
23.510372352857146,87.31049960142856,0,1
23.526451805833336,87.31110085,1,1
23.544270785,87.28848902000001,0,1
23.556150545999998,87.28640352199999,0,1
23.51049167625,87.31058983062498,0,1
23.526523311818185,87.31116328363636,0,1
23.542602346666666,87.28686547,0,1
23.55621528,87.28646513,0,1
23.502164526666668,87.30681364000002,2,1
23.51956149,87.31110796749998,0,1
23.544246654000002,87.28845909399998,2,1
23.544180660666672,87.28864995866667,9,1
23.55614763322581,87.28637541161294,0,1
23.510398033750004,87.3105907975,0,1
23.519433245625,87.31112853,0,1
23.55522302,87.28562209999998,0,1
23.556228695,87.28639897750001,1,1
23.51051978,87.31058505,0,1
23.5281605275,87.3085117975,0,1
23.54256636,87.286835645,0,1
23.55618658,87.28639385714287,1,1
23.544234075,87.2884903875,2,1
23.519423696,87.311153716,0,1
23.52648856166667,87.31110280166666,0,1
23.54421118333333,87.28850304333334,0,1
23.55615161818182,87.28640028545458,2,1
23.55611046888889,87.28625505444445,3,1
23.54432108333333,87.28843286333334,3,1
23.561956235806452,87.2832574067742,0,1
23.526477045,87.31115074,0,1
23.55620320090909,87.2863648440909,1,1
23.51931090090909,87.3111555363636,0,1
23.51050724625,87.31059764375001,0,1
23.526550753333336,87.31110585416668,1,1
23.53599863681159,87.29590018579708,7,1
23.543083629310345,87.29044320137932,1,1
23.5443379825,87.28840975999998,0,1
23.56389132421052,87.28385240842104,0,1
23.562054383125,87.283252869375,0,1
23.556030988571425,87.28637223,0,1
23.543056118571428,87.29047361999999,3,1
23.527551827391306,87.31109378217394,0,1
23.528413908750004,87.308447415,0,1
23.5638846875,87.28387759583332,0,1
23.562107227,87.28327942199999,2,1
23.54307318909091,87.29044659272726,6,1
23.535614097142854,87.2958787842857,0,1
23.56376735923077,87.28376492076922,0,1
23.5354735796,87.2986451308,0,1
23.527535261333338,87.3112705906667,1,1
23.562334645862073,87.28331297448277,0,1
23.5564552075,87.28634462,0,1
23.55578393022988,87.28596279172415,1,1
23.54299383,87.29054205857143,3,1
23.563963393571434,87.28381726642858,0,1
23.562187778800002,87.28329327960002,2,1
23.556055348,87.286400412,0,1
23.543087391666663,87.29044095,0,1
23.5639926525,87.28377660749999,0,1
23.543195068749995,87.29035162250004,0,1
23.53554725611113,87.29857521833333,0,1
23.527564672222233,87.31115717944445,0,1
23.56385658173518,87.28374881328764,1,1
23.5620393175,87.283286,0,1
23.556291628571433,87.28645727,1,1
23.542815263,87.28648589299999,0,1
23.54300349,87.29051003,0,1
23.53531664625,87.29862081041666,2,1
23.5639041035,87.28384170400001,0,1
23.5618861875,87.2832812725,4,1
23.543017952857145,87.29046678,1,1
23.52750600409091,87.31092485954547,2,1
23.52835039666667,87.30852951600002,0,1
23.55609842,87.28639847571428,0,1
23.54311416,87.29045193,0,1
23.52751072578948,87.31114010684212,0,1
23.56411146793651,87.28356511396825,3,1
23.562159934,87.28329977,0,1
23.556148988,87.28644695400001,0,1
23.543054152,87.29048756066669,2,1
23.561990602068967,87.28326392310345,3,1
23.556041998,87.28633718500002,1,1
23.5428913,87.28631493555555,0,1
23.54312816,87.29046034000002,0,1
23.52758170043478,87.31116534391305,0,1
23.56394764090909,87.28384817272728,1,1
23.54302176578948,87.29054630736843,3,1
23.563955634374995,87.28382959729164,0,1
23.562138935000004,87.28330892500001,5,1
23.5561391355,87.2864625825,2,1
23.543123303636364,87.29040547681818,2,1
23.53862673,87.29540648,0,1
23.535458705714287,87.29864142571432,0,1
23.527521560833332,87.31108703916668,1,1
23.56392408083333,87.28382881416668,0,1
23.5432090725,87.2904413775,2,1
23.563936147777767,87.28379360111109,0,1
23.5621732875,87.28328479250001,0,1
23.55603806,87.28637126,0,1
23.53551839896551,87.29872487758621,4,1
23.56398425571428,87.2838381842857,0,1
23.562053018571426,87.28322276714287,0,1
23.537500587333327,87.29678059999998,2,1
23.527548783750003,87.31115203208338,0,1
23.563888747777767,87.28384733833332,1,1
23.561939169666662,87.28329157333332,2,1
23.543112460000003,87.2904986077778,5,1
23.52768116130435,87.31120370304346,1,1
23.563940117959195,87.2838581806122,1,1
23.556068962857147,87.28640586857144,0,1
23.54312083888889,87.29048403333331,2,1
23.527563793000013,87.31113996299999,0,1
23.56403622598485,87.28351585924244,3,1
23.556249641875,87.28643359562498,0,1
23.543111264,87.29044005899998,4,1
23.53549509,87.29858823789472,0,1
23.52750432515151,87.31114146757577,0,1
23.561985826,87.28325275,1,1
23.54309960571429,87.29047859571428,1,1
23.527495770000005,87.31121768772728,0,1
23.50299343833333,87.30737068999998,4,1
23.563937317777786,87.28384865777777,1,1
23.54290143333333,87.28631616333332,0,1
23.5430039425,87.2905239925,0,1
23.54303449526316,87.29048459894736,6,1
23.53553692,87.298586372,1,1
23.52754907333334,87.31118975128204,1,1
23.502895265,87.30735354000002,0,1
23.542963502,87.290515828,0,1
23.55603095,87.28639252,0,1
23.555792768703707,87.28598777833332,1,1
23.56220898,87.28328368333332,0,1
23.54301464900001,87.29044940799999,0,1
23.54202733,87.28992798899998,2,1
23.52752149037037,87.3111992022222,0,1
23.563898952962965,87.28377923814817,0,1
23.543034581363635,87.2905136940909,1,1
23.53553210052631,87.29859270947368,1,1
23.52751020382353,87.31112440264704,1,1
23.56398099470589,87.28374195500002,5,1
23.56207019333333,87.28327037999998,1,1
23.556245457500005,87.28640308178568,0,1
23.542960265416664,87.29046426750001,14,1
23.545489805714286,87.28147779071428,6,1
23.54312962333334,87.29051820000002,0,1
23.55607094333333,87.28635686333332,0,1
23.543178028000003,87.29049009500002,0,1
23.527563595000004,87.31114406687499,1,1
23.562060443846153,87.28321703538462,0,1
23.5428169275,87.28662170999998,0,1
23.543175827142854,87.2904490142857,1,1
23.527660358571428,87.31120741285713,0,1
23.54300412108109,87.29045505054054,5,1
23.527495640000005,87.3111519992857,0,1
23.55633537,87.286405205,1,1
23.543084817777785,87.29045163111113,3,1
23.543105658823524,87.2904905817647,4,1
23.527688146400013,87.31130887799999,0,1
23.543118596250004,87.29043803124998,2,1
23.5560211025,87.28642662249996,0,1
23.543186124375,87.29036907999998,2,1
23.54312067066667,87.29044966000002,2,1
23.556079410434776,87.28628022043478,0,1
23.54308373,87.29048204785715,6,1
23.50307863,87.30744749,0,1
23.556102660000004,87.28641097333332,0,1
23.54315171625,87.29038353750002,2,1
23.54307886148149,87.29049472370373,3,1
23.542900311000004,87.28634855499998,0,1
23.543100997777767,87.29048280055555,8,1
23.527601141555554,87.31113934922224,1,1
23.563883363392854,87.283830455,1,1
23.542941311999996,87.29054054675,7,1
23.52751701,87.31114100125002,0,1
23.54284783117648,87.28636721588234,1,1
23.54310306642857,87.2904587442857,3,1
23.527496215,87.31115179,0,1
23.528462734,87.30879943,1,1
23.54310385125,87.29051376625,0,1
23.527516524705877,87.31121421264706,0,1
23.556142393809534,87.28643350809523,0,1
23.543125441363635,87.29046335772726,1,1
23.52749382538462,87.3111694046154,1,1
23.52854678,87.30857594666668,0,1
23.52695863,87.31094084,0,1
23.5561553,87.28640573,0,1
23.54324543,87.29031172,0,1
23.52853698,87.30862980875,0,1
23.542834769230772,87.28644067692308,0,1
23.543096186666666,87.29053358111109,0,1
23.52751158375,87.31119203541668,1,1
23.52853767,87.30881733666668,0,1
23.556139452857145,87.28630684714285,0,1
23.54307788485293,87.29048479735296,3,1
23.5430612375,87.29050625,2,1
23.53750190470589,87.29677529235296,11,1
