time_zone,start_date,start_time,lat,long,stay_duration,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc,estimated_stay_duration
Afternoon,2019-09-20,16:39:07,23.49457868986487,87.31696705547296,148,1,0,0,1,0,24.16631130063966
Afternoon,2019-09-20,16:42:42,23.49324118283784,87.31630543554056,74,1,0,0,1,0,24.16631130063966
Afternoon,2019-09-20,16:44:56,23.496428755,87.313682965,2,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,16:47:24,23.500287066,87.30587198,10,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,16:47:42,23.500566566666667,87.30592845333335,3,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:48:27,23.50320677954545,87.30741723,22,1,0,1,0,0,24.16631130063966
Afternoon,2019-09-20,16:49:49,23.507130993750003,87.30976490500001,8,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:53:29,23.523818084,87.31144944600001,5,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,16:53:45,23.52434392,87.31131906,1,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,16:54:05,23.52545067,87.3111695,1,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,16:54:13,23.526325195789475,87.31107101157896,19,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,16:55:26,23.528116358965523,87.30867057827585,29,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:56:25,23.52850469,87.30888713,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:56:52,23.5275791,87.31087267,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:57:09,23.528327192,87.31104691300001,10,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-20,16:58:16,23.53206648,87.30762207000001,2,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,16:59:51,23.53679624557143,87.30140622871433,70,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:01:55,23.535088096575343,87.2976327130137,73,1,0,0,1,0,24.16631130063966
Afternoon,2019-09-20,17:05:10,23.53688675,87.296373088,5,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,17:05:29,23.53773916183674,87.29663268816324,49,1,1,0,1,0,24.16631130063966
Afternoon,2019-09-20,17:07:10,23.53909798413793,87.29321668931036,29,1,1,0,1,0,24.16631130063966
Afternoon,2019-09-20,17:08:40,23.54175327642857,87.28972308142855,14,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:09:17,23.543140350000005,87.29035715071427,14,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:10:07,23.54406611666667,87.28810934166667,24,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:10:51,23.54343242,87.28765684999999,4,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:14:03,23.54704811,87.28260095666667,3,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:14:28,23.54821918692308,87.2836189523077,13,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:14:57,23.54885265,87.28407577,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:15:22,23.550096841538465,87.28503184538462,13,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:15:59,23.55116959,87.28588776333333,3,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:16:17,23.551962425,87.286527865,6,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:16:31,23.55246617344828,87.28701040241381,29,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:17:12,23.55298299,87.28683529,1,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,17:17:20,23.553322478,87.286662162,5,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-20,17:18:16,23.55560659214286,87.28546151714282,56,1,1,0,0,0,24.16631130063966
Afternoon,2019-09-20,17:19:22,23.55593915,87.28605532,1,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-20,17:19:33,23.55638310666667,87.28631692333333,3,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-20,17:21:31,23.56189083458333,87.28326605749999,24,0,1,0,1,0,23.918650793650794
