wifi_count,edge_wifi_count
3,0
1,1
0,3
2,9
5,4
0,2
3,0
6,2
1,5
6,17
4,8
0,3
0,1
0,0
0,3
0,0
3,11
2,3
6,58
1,0
5,0
5,9
4,11
0,4
4,6
1,5
0,2
0,1
0,1
0,4
1,6
0,9
0,1
2,0
0,2
