wifi_count,edge_wifi_count
0,0
7,3
0,3
0,3
0,1
2,3
2,1
1,7
1,9
1,14
2,5
2,48
20,38
3,44
2,37
7,10
2,0
0,1
0,0
2,0
0,0
0,1
0,6
0,15
