b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.56087993,87.28386822,BS1,3.0719420700235105,11:03:15,,,0.0,32.07241379310345,446.4458299910617
23.55941146,87.28472486,BS2,6.008620738366322,11:03:58,11:04:14,0.2666666666666666,49.0,32.07241379310345,184.13238015079207
23.55561312,87.28554798,BS3,5.694809566915203,11:06:36,11:06:52,0.2666666666666666,15.0,32.07241379310345,527.9043326297503
23.55386124,87.28647572,BS4,5.7605712779373786,11:07:42,11:07:53,0.1833333333333333,8.0,32.07241379310345,231.79600296932313
23.55247571,87.28704972,BS5,5.7718507835360064,11:08:29,11:08:35,0.1,17.0,32.07241379310345,167.01812902239567
23.55119384,87.28602042,BS6,3.2538509568932215,11:09:07,,,0.0,32.07241379310345,183.51358920820644
23.55005188,87.28515498,BS7,6.055406483910772,11:10:04,11:10:12,0.1333333333333333,20.0,32.07241379310345,163.02506185407492
23.54819878,87.28365987,BS8,6.239728236366949,11:11:19,11:11:34,0.25,5.0,32.07241379310345,272.8843950879891
23.54524842,87.28129974,BS9,6.185648029652579,11:12:39,11:12:58,0.3166666666666666,21.0,32.07241379310345,413.88782956477144
23.54453642,87.28282814,BS10,3.6854037820553143,11:13:28,,,0.0,32.07241379310345,173.44528932838693
23.54297979,87.2872546,BS11,3.9316685011847987,11:14:55,,,0.0,32.07241379310345,526.7536995104356
23.54423801,87.28811681,BS12,3.913958260931381,11:15:42,,,0.0,32.07241379310345,169.13256733838807
23.54167796,87.28987733,BS13,6.401173748152392,11:17:09,11:17:30,0.35,18.0,32.07241379310345,469.15778996235485
23.53916408,87.29318138,BS14,6.498407893467659,11:18:27,11:18:39,0.2,10.0,32.07241379310345,470.32525496029166
23.53898312,87.29470342,BS15,4.3818359551990085,11:19:08,,,0.0,32.07241379310345,161.35772598580934
23.53777581,87.29679524,BS16,4.623628438982537,11:19:47,,,0.0,32.07241379310345,254.17312736662916
23.53575012,87.29748374,BS17,4.794657641640013,11:22:17,,,0.0,32.07241379310345,459.1360404682637
23.52722198,87.31118444,BS18,4.440227516317495,11:34:26,,,0.0,32.07241379310345,2421.501356786741
23.51961638,87.31134396,BS19,5.0217912237610784,11:37:25,,,0.0,32.07241379310345,1480.7279254662362
23.51160875,87.31061834,BS20,228.59502987122949,11:39:12,11:39:01,-0.1833333333333333,22.0,32.07241379310345,906.53525849795
23.50710989,87.30988209,BS21,5.540991963315551,11:41:08,,,0.0,32.07241379310345,539.6939999550887
23.50362896,87.30777677,BS22,-126.10543346688584,11:42:39,11:42:28,-0.1833333333333333,8.0,32.07241379310345,451.6894180784402
23.50028882,87.30607035,BS23,-113.60709380353028,11:43:40,11:43:08,-0.5333333333333333,301.0,32.07241379310345,427.8434220052768
23.4964703,87.31366647,BS24,-18.930965331786407,11:50:40,11:44:03,-6.616666666666666,3.0,32.07241379310345,934.7024591754107
23.49469386,87.31687799,BS25,10.024347780490501,11:51:38,,,0.0,32.07241379310345,402.5419857208235
