b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.56087993,87.28386822,BS1,2.4823871880135058,09:01:40,,,0.0,33.34285714285714,343.35146315977966
23.55941146,87.28472486,BS2,6.167430893043461,09:02:09,09:02:26,0.2833333333333333,44.0,33.34285714285714,185.72832957134642
23.55561312,87.28554798,BS3,3.4900837797824087,09:05:49,,,0.0,33.34285714285714,528.4155937574934
23.55386124,87.28647572,BS4,3.6123297732134643,09:06:41,,,0.0,33.34285714285714,224.88168444709208
23.55247571,87.28704972,BS5,6.915139694073892,09:07:20,09:07:45,0.4166666666666667,15.0,33.34285714285714,170.01977808604806
23.55119384,87.28602042,BS6,3.9405817479240253,09:07:56,,,0.0,33.34285714285714,182.9445782384878
23.55005188,87.28515498,BS7,4.071309123827716,09:08:22,,,0.0,33.34285714285714,160.10589838750184
23.54819878,87.28365987,BS8,6.931246185670664,09:09:00,09:09:19,0.3166666666666666,87.0,33.34285714285714,250.07319221743023
23.54524842,87.28129974,BS9,7.038874532081646,09:11:34,09:12:03,0.4833333333333333,2.0,33.34285714285714,419.513635421044
23.54453642,87.28282814,BS10,4.646262423773409,09:12:00,,,0.0,33.34285714285714,183.33543160528643
23.54297979,87.2872546,BS11,4.986983338773253,09:13:06,,,0.0,33.34285714285714,523.3518224830623
23.54423801,87.28811681,BS12,7.217251499695929,09:13:34,09:14:02,0.4666666666666667,23.0,33.34285714285714,165.5110136342323
23.54167796,87.28987733,BS13,7.177909596522901,09:15:17,09:15:40,0.3833333333333333,7.0,33.34285714285714,471.2455674160583
23.53916408,87.29318138,BS14,7.274667311822059,09:16:25,09:16:52,0.45,23.0,33.34285714285714,480.91385157505283
23.53898312,87.29470342,BS15,5.204905352901945,09:17:39,,,0.0,33.34285714285714,166.00714759093808
23.53777581,87.29679524,BS16,7.302555957518653,09:18:25,09:18:25,0.0,22.0,33.34285714285714,253.26535234659968
23.53575012,87.29748374,BS17,7.278539142502768,09:20:05,09:20:30,0.4166666666666667,457.0,33.34285714285714,426.2717597426972
23.52722198,87.31118444,BS18,20.5534856643594,09:33:22,09:32:41,-0.6833333333333333,19.0,33.34285714285714,2416.903463849666
23.51961638,87.31134396,BS19,9.238510218780288,09:37:07,,,0.0,33.34285714285714,1486.5375476639529
23.51160875,87.31061834,BS20,10.313411521695773,09:38:41,,,0.0,33.34285714285714,905.4706954794165
23.50710989,87.30988209,BS21,30.23324235479164,09:39:46,09:37:27,-2.316666666666667,8.0,33.34285714285714,511.3767049959879
23.50362896,87.30777677,BS22,11.590074039237422,09:40:54,,,0.0,33.34285714285714,445.4544275873832
23.50028882,87.30607035,BS23,12.440695829862003,09:41:54,,,0.0,33.34285714285714,421.04310218890714
23.4964703,87.31366647,BS24,41.477438283825656,09:44:02,09:41:18,-2.7333333333333334,14.0,33.34285714285714,905.0511965210026
23.49469386,87.31687799,BS25,15.451832895714684,09:45:16,,,0.0,33.34285714285714,398.51149563759645
