b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.56087993,87.28386822,BS1,2.4823871880135058,07:18:57,,,0.0,33.34285714285714,455.48296511799737
23.55941146,87.28472486,BS2,6.0680382908083965,07:19:31,07:19:32,0.0166666666666666,130.0,33.34285714285714,184.72454752236598
23.55561312,87.28554798,BS3,6.604406606448243,07:23:03,07:23:37,0.5666666666666667,18.0,33.34285714285714,523.608297379179
23.55386124,87.28647572,BS4,4.75518339572487,07:24:35,,,0.0,33.34285714285714,248.47366063155505
23.55247571,87.28704972,BS5,6.475553330125889,07:25:19,07:25:43,0.4,1.0,33.34285714285714,166.8811748214846
23.55119384,87.28602042,BS6,6.410037695091567,07:25:46,07:26:16,0.5,18.0,33.34285714285714,179.37451972975646
23.55005188,87.28515498,BS7,6.491495365133844,07:26:25,07:26:44,0.3166666666666666,21.0,33.34285714285714,162.75641187000042
23.54819878,87.28365987,BS8,5.275130731431134,07:27:11,,,0.0,33.34285714285714,257.327418184346
23.54524842,87.28129974,BS9,6.826158257926007,07:28:17,07:28:49,0.5333333333333333,14.0,33.34285714285714,415.24772877086843
23.54453642,87.28282814,BS10,5.506018268772625,07:28:54,,,0.0,33.34285714285714,170.1444507780452
23.54297979,87.2872546,BS11,5.677176400191681,07:30:12,,,0.0,33.34285714285714,528.7411417508051
23.54423801,87.28811681,BS12,5.63132576397942,07:30:46,,,0.0,33.34285714285714,164.87170712775196
23.54167796,87.28987733,BS13,6.97290516479554,07:32:05,07:32:33,0.4666666666666667,8.0,33.34285714285714,470.62371832911685
23.53916408,87.29318138,BS14,5.926140768778185,07:33:02,,,0.0,33.34285714285714,468.9387140677504
23.53898312,87.29470342,BS15,7.096822225182504,07:33:31,07:34:08,0.6166666666666667,59.0,33.34285714285714,157.12513349624442
23.53777581,87.29679524,BS16,7.145779876574163,07:35:09,07:34:48,-0.35,11.0,33.34285714285714,279.47079510765343
23.53575012,87.29748374,BS17,7.082688779190899,07:36:29,07:36:58,0.4833333333333333,298.0,33.34285714285714,425.37130141632497
23.52722198,87.31118444,BS18,7.969988491809148,07:47:57,,,0.0,33.34285714285714,2145.45463998967
23.51961638,87.31134396,BS19,8.676828596631145,07:50:49,,,0.0,33.34285714285714,1470.3750944167941
23.51160875,87.31061834,BS20,9.335392591180735,07:52:15,,,0.0,33.34285714285714,901.5786722471585
23.50710989,87.30988209,BS21,18.580995630479563,07:53:30,07:53:26,-0.0666666666666666,4.0,33.34285714285714,521.6059338020186
23.50362896,87.30777677,BS22,20.21466136690808,07:54:24,07:54:28,0.0666666666666666,8.0,33.34285714285714,448.51271699846257
23.50028882,87.30607035,BS23,21.08412348541694,07:55:39,07:55:32,-0.1166666666666666,27.0,33.34285714285714,424.19372280776224
23.4964703,87.31366647,BS24,11.563884507220004,07:57:50,,,0.0,33.34285714285714,897.750744885765
23.49469386,87.31687799,BS25,12.235412440216088,07:58:57,,,0.0,33.34285714285714,402.6213928028101
